"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","810284","1.7",,"3958","18950829","Buy","Equity Shares","814242","1.7","02-Dec-2025","02-Dec-2025","02-Dec-2025","-","-","-","0","0","0","0","NSE","-","03-Dec-2025 11:45","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190647_1582273_03122025114551_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","806214","1.69",,"4070","18943662","Buy","Equity Shares","810284","1.7","01-Dec-2025","01-Dec-2025","02-Dec-2025","-","-","-","0","0","0","0","NSE","-","03-Dec-2025 11:45","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190647_1582273_03122025114551_WEB.xml"
"EUROPRATIK","Euro Pratik Sales Limited","7(2)","Seemant Sacheti","-","Equity Shares","1907000","1.87",,"9650","2067000","Buy","Equity Shares","1907000","1.87","28-Nov-2025","01-Dec-2025","01-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 11:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190645_1582270_03122025114139_WEB.xml"
"EUROPRATIK","Euro Pratik Sales Limited","7(2)","Abhinav Sacheti","Key Managerial Personnel","Equity Shares","367060","0.36",,"855","292422","Buy","Equity Shares","367915","0.36","28-Nov-2025","28-Nov-2025","01-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 11:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190645_1582270_03122025114139_WEB.xml"
"DHANBANK","Dhanlaxmi Bank Limited","7(2)","K.N MADHUSOODANAN","Director","Equity Shares","2282558","0.57",,"8000","212000","Buy","Equity Shares","2290558","0.58","02-Dec-2025","02-Dec-2025","02-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 11:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190644_1582263_03122025113137_WEB.xml"
"DHANBANK","Dhanlaxmi Bank Limited","7(2)","K.N MADHUSOODANAN","Director","Equity Shares","2272558","0.57",,"10000","265500","Buy","Equity Shares","2282558","0.57","02-Dec-2025","02-Dec-2025","02-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 11:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190644_1582263_03122025113137_WEB.xml"
"DHANBANK","Dhanlaxmi Bank Limited","7(2)","K.N MADHUSOODANAN","Director","Equity Shares","2262558","0.57",,"10000","267500","Buy","Equity Shares","2272558","0.57","01-Dec-2025","01-Dec-2025","01-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 11:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190644_1582263_03122025113137_WEB.xml"
"MANGALAM","Mangalam Drugs And Organics Limited","7(2)","SHREE KISHORIJU TRADING AND INVESTMENTS PRIVATE LIMITED","Promoters","Equity Shares","1098515","6.98",,"728900","21531706","Pledge Invoke","Equity Shares","369615","2.34","27-Nov-2025","27-Nov-2025","02-Dec-2025","Invocation of pledge","-","-","0","0","0","0","NA","-","03-Dec-2025 11:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190641_1582246_03122025110051_WEB.xml"
"USHAMART","Usha Martin Limited","7(2)","Susmita Jhawar","Promoter Group","Equity Shares","1685000","0.55",,"15000","6378249","Buy","Equity Shares","1700000","0.56","02-Dec-2025","02-Dec-2025","02-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 10:59","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190639_1582243_03122025105927_WEB.xml"
"REDTAPE","Redtape Limited","7(2)","TAUSEEF AHMAD MIRZA","Promoters","Equity Shares","338000","0.06",,"18000","2330280","Sell","Equity Shares","320000","0.06","28-Nov-2025","28-Nov-2025","29-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 10:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190637_1582238_03122025103335_WEB.xml"
"MAHSEAMLES","Maharashtra Seamless Limited","7(2)","Odd & Even Trades & Finance Limited","Promoter Group","Equity Shares","23936500","17.86",,"54500","31398492","Buy","Equity Shares","23991000","-","27-Nov-2025","28-Nov-2025","01-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 10:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190635_1582235_03122025103146_WEB.xml"
"MAHSEAMLES","Maharashtra Seamless Limited","7(2)","SWOT TRADING & SERVICES LLP","Promoter Group","Equity Shares","515462","0",,"27500","15850432","Buy","Equity Shares","542962","-","28-Nov-2025","28-Nov-2025","02-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 10:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190635_1582235_03122025103146_WEB.xml"
"NIITMTS","Niit Learning Systems Limited","7(2)","Vijay Kumar Srinivasan","-","Equity Shares","72850","0.05",,"10000","3951500","Sell","Equity Shares","62850","0.05","28-Nov-2025","28-Nov-2025","02-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","02-Dec-2025 23:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190633_1582224_02122025114654_WEB.xml"
"NIITMTS","Niit Learning Systems Limited","7(2)","Bimal K Jain","-","Equity Shares","53300","0.04",,"5000","1979037","Sell","Equity Shares","48300","0.04","01-Dec-2025","01-Dec-2025","02-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","02-Dec-2025 23:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190633_1582224_02122025114654_WEB.xml"
"HINDUNILVR","Hindustan Unilever Limited","7(2)","Padma Sanzgiri","Immediate relative","Equity Shares","3930","0",,"650","1577550","Sell","Equity Shares","3280","0","26-Nov-2025","26-Nov-2025","28-Nov-2025","Off Market","-","-","0","0","0","0","NA","-","02-Dec-2025 22:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190631_1582221_02122025104710_WEB.xml"
"HINDUNILVR","Hindustan Unilever Limited","7(2)","Padma Sanzgiri","Immediate relative","Equity Shares","3280","0",,"650","1577550","Buy","Equity Shares","3930","0","26-Nov-2025","26-Nov-2025","28-Nov-2025","Off Market","-","-","0","0","0","0","NA","-","02-Dec-2025 22:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190631_1582221_02122025104710_WEB.xml"
"ZYDUSWELL","Zydus Wellness Limited","7(2)","Tarun G Arora","Director","Equity Shares","10000","0",,"1000","432370","Buy","Equity Shares","11000","0","01-Dec-2025","01-Dec-2025","02-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","02-Dec-2025 22:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190629_1582216_02122025100820_WEB.xml"
"SYSTANGO","Systango Technologies Limited","7(2)","Bhuvan Dani","-","Equity Shares","148400","1.01",,"1600","609484","Sell","Equity Shares","146800","1","28-Nov-2025","01-Dec-2025","02-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","02-Dec-2025 19:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190627_1582201_02122025074900_WEB.xml"
"SYSTANGO","Systango Technologies Limited","7(2)","Bhuvan Dani","-","Equity Shares","150000","1.02",,"1600","626658","Sell","Equity Shares","148400","1.01","26-Nov-2025","26-Nov-2025","28-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","02-Dec-2025 19:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190627_1582201_02122025074900_WEB.xml"
"PRIMO","Primo Chemicals Limited","7(2)","Naveen Chopra","Key Managerial Personnel","Equity Shares","42500000","17.54",,"2500000","64000000","Sell","Equity Shares","40000000","16.51","28-Nov-2025","28-Nov-2025","01-Dec-2025","Market Sale","-","-","0","0","0","0","BSE","-","02-Dec-2025 19:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190625_1582190_02122025072753_WEB.xml"
"PRIMO","Primo Chemicals Limited","7(2)","Flowtech Industrial Projects Private Limited","Promoters","Equity Shares","9626710","3.97",,"2525000","64640000","Buy","Equity Shares","12151710","5.01","28-Nov-2025","28-Nov-2025","29-Nov-2025","Market Purchase","-","-","0","0","0","0","BSE","-","02-Dec-2025 19:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190623_1582186_02122025072628_WEB.xml"
"CHOICEIN","Choice International Limited","7(2)","Soansrishti Properties Private Limited (Formerly Known as Rupang Properties Private Limited)","Promoter Group","Warrants","3121000","1.49",,"1800000","135000000","Sell","Warrants","1321000","0.63","28-Nov-2025","28-Nov-2025","02-Dec-2025","Conversion of security","-","-","0","0","0","0","NA","-","02-Dec-2025 19:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190620_1582174_02122025071039_WEB.xml"
"CHOICEIN","Choice International Limited","7(2)","Soansrishti Properties Private Limited (Formerly Known as Rupang Properties Private Limited)","Promoter Group","Equity Shares","Nil","0",,"1800000","405000000","Buy","Equity Shares","1800000","0.84","28-Nov-2025","28-Nov-2025","02-Dec-2025","Conversion of security","-","-","0","0","0","0","NA","-","02-Dec-2025 19:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190620_1582174_02122025071039_WEB.xml"
"BIKEWO","Bikewo Green Tech Limited","7(2)","Manvi Talwar","Promoters","Equity Shares","1382550","10.6",,"206000","4102500","Sell","Equity Shares","1176550","9.02","19-Nov-2025","26-Nov-2025","28-Nov-2025","Market Sale","-","-","0","0","0","0","-","-","02-Dec-2025 18:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190618_1582161_02122025063811_WEB.xml"
"JSWENERGY","JSW Energy Limited","7(2)","JSW Energy Employees Welfare Trust","Other","Equity Shares","1139353","0.07",,"190","92763","Sell","Equity Shares","1139163","0.07","01-Dec-2025","01-Dec-2025","02-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","02-Dec-2025 18:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190617_1582157_02122025063704_WEB.xml"
"JSWENERGY","JSW Energy Limited","7(2)","JSW Energy Employees Welfare Trust","Other","Equity Shares","1139521","0.07",,"89","43173","Sell","Equity Shares","1139432","0.07","26-Nov-2025","26-Nov-2025","28-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","02-Dec-2025 18:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190617_1582157_02122025063704_WEB.xml"
"JSWENERGY","JSW Energy Limited","7(2)","JSW Energy Employees Welfare Trust","Other","Equity Shares","1139432","0.07",,"79","0","Sell","Equity Shares","1139353","0.07","27-Nov-2025","27-Nov-2025","01-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","02-Dec-2025 18:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190617_1582157_02122025063704_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","Dhanasekaran Radhakrishnan","-","Equity Shares","3070","0",,"3070","4982610","Sell","Equity Shares","Nil","0","27-Nov-2025","27-Nov-2025","01-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","02-Dec-2025 18:21","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190614_1582142_02122025062152_WEB.xml"
"PKTEA","The Peria Karamalai Tea & Produce Company Limited","7(2)","PLACID LIMITED","Promoter Group","Equity Shares","1176640","38.01",,"1512","1140139","Buy","Equity Shares","1178152","38.06","21-Nov-2025","01-Dec-2025","02-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","02-Dec-2025 18:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190612_1582128_02122025060524_WEB.xml"
"UMA","Uma Converter Limited","7(2)","SHRADHA LODHA","Promoters","Equity Shares","768000","3.79",,"4000","80400","Buy","Equity Shares","772000","3.81","28-Nov-2025","28-Nov-2025","02-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","02-Dec-2025 18:04","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190610_1582125_02122025060419_WEB.xml"
"GPIL","Godawari Power And Ispat limited","7(2)","Yarra Chandra Rao","Key Managerial Personnel","Equity Shares","56465","0.01",,"25000","2905000","Buy","Equity Shares","81465","0.01","29-Nov-2025","29-Nov-2025","01-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","02-Dec-2025 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190608_1582121_02122025060155_WEB.xml"
"GPIL","Godawari Power And Ispat limited","7(2)","Sudeep Chakraborty","Employees/Designated Employees","Equity Shares","12285","0",,"13180","1531516","Buy","Equity Shares","25465","0","29-Nov-2025","29-Nov-2025","02-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","02-Dec-2025 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190608_1582121_02122025060155_WEB.xml"
"GPIL","Godawari Power And Ispat limited","7(2)","Rahul Karwal","Employees/Designated Employees","Equity Shares","Nil","0",,"31785","3693417","Buy","Equity Shares","31785","0","29-Nov-2025","29-Nov-2025","02-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","02-Dec-2025 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190608_1582121_02122025060155_WEB.xml"
"GPIL","Godawari Power And Ispat limited","7(2)","Ajay Kumar Jain","Employees/Designated Employees","Equity Shares","44625","0",,"10000","1162000","Buy","Equity Shares","54625","0.01","29-Nov-2025","29-Nov-2025","02-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","02-Dec-2025 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190608_1582121_02122025060155_WEB.xml"
"GPIL","Godawari Power And Ispat limited","7(2)","Reetesh Kumar","Employees/Designated Employees","Equity Shares","29360","0",,"9100","1057420","Buy","Equity Shares","38460","0.01","29-Nov-2025","29-Nov-2025","02-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","02-Dec-2025 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190608_1582121_02122025060155_WEB.xml"
"GPIL","Godawari Power And Ispat limited","7(2)","Kapil Chandiok","Employees/Designated Employees","Equity Shares","25","0",,"20745","2410569","Buy","Equity Shares","20770","0","29-Nov-2025","29-Nov-2025","02-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","02-Dec-2025 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190608_1582121_02122025060155_WEB.xml"
"UMA","Uma Converter Limited","7(2)","ABHISHEK SUMERRAJ LODHA","Promoters","Equity Shares","2640214","13.02",,"4000","81405","Buy","Equity Shares","2644214","13.04","28-Nov-2025","28-Nov-2025","01-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","02-Dec-2025 17:59","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190606_1582118_02122025055913_WEB.xml"
"BHARATGEAR","Bharat Gears Limited","7(2)","NARESH VERMA","-","Equity Shares","1100","0",,"10000","1093895","Buy","Equity Shares","11100","0.07","21-Nov-2025","27-Nov-2025","01-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","02-Dec-2025 17:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190604_1582111_02122025055119_WEB.xml"
"SASTASUNDR","Sastasundar Ventures Limited","7(2)","BANWARI LAL MITTAL","Promoters","Equity Shares","10696582","33.63",,"11500","3767593","Buy","Equity Shares","10708082","33.66","28-Nov-2025","28-Nov-2025","01-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","02-Dec-2025 17:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190600_1582096_02122025053443_WEB.xml"
"REPL","Rudrabhishek Enterprises Limited","7(2)","NEW MODERN BUILDWELL PRIVATE LIMITED","Promoter Group","Equity Shares","462637","2.55",,"1500","193762","Buy","Equity Shares","464137","2.56","01-Dec-2025","02-Dec-2025","02-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","02-Dec-2025 17:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190599_1582091_02122025053111_WEB.xml"
"CHEMBONDCH","Chembond Chemicals Limited","7(2)","Nirmal V. Shah","Promoters","Equity Shares","3656872","13.6",,"3000","453900","Buy","Equity Shares","3659872","13.61","01-Dec-2025","01-Dec-2025","01-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","02-Dec-2025 16:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190594_1582064_02122025045213_WEB.xml"
"IDEAFORGE","Ideaforge Technology Limited","7(2)","Somil Gautam","-","Equity Shares","25895","0.05",,"5000","2294196","Sell","Equity Shares","20895","0.04","28-Nov-2025","28-Nov-2025","02-Dec-2025","Market Sale","-","-","0","0","0","0","BSE","-","02-Dec-2025 16:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190592_1582059_02122025044450_WEB.xml"
"USHAMART","Usha Martin Limited","7(2)","Usha Martin Limited Employee Welfare Trust","Employees/Designated Employees","Equity Shares","267500","0.09",,"19000","8047052","Buy","Equity Shares","286500","0.09","01-Dec-2025","01-Dec-2025","02-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","02-Dec-2025 16:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190591_1582057_02122025044230_WEB.xml"
"KPITTECH","KPIT Technologies Limited","7(2)","KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST","Other","Equity Shares","2061265","0.75",,"4550","45500","Sell","Equity Shares","2056715","0.75","27-Nov-2025","27-Nov-2025","28-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","02-Dec-2025 16:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190588_1582050_02122025043251_WEB.xml"
"KPITTECH","KPIT Technologies Limited","7(2)","KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST","Other","Equity Shares","2056715","0.75",,"15960","159600","Sell","Equity Shares","2040755","0.74","27-Nov-2025","27-Nov-2025","28-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","02-Dec-2025 16:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190588_1582050_02122025043251_WEB.xml"
"ARFIN","Arfin India Limited","7(2)","MAHENDRAKUMAR RIKHAVCHAND SHAH","Promoters","Equity Shares","25658250","15.21",,"29626","1743490","Sell","Equity Shares","25628624","15.19","02-Dec-2025","02-Dec-2025","02-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","02-Dec-2025 16:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190586_1582045_02122025042307_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","Ankit Bansal","-","Equity Shares","1279153","0.02",,"40000","6560000","Sell","Equity Shares","1239153","0.02","26-Nov-2025","26-Nov-2025","28-Nov-2025","Market Sale","-","-","0","0","0","0","BSE","-","02-Dec-2025 16:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190584_1582038_02122025041721_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","John Choudhury","-","Equity Shares","338676","0.01",,"80000","12800000","Sell","Equity Shares","258676","0","25-Nov-2025","25-Nov-2025","02-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","02-Dec-2025 16:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190584_1582038_02122025041721_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","Govindraj Kamal","-","Equity Shares","325482","0.01",,"25000","3975000","Sell","Equity Shares","300482","0","28-Nov-2025","28-Nov-2025","28-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","02-Dec-2025 16:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190584_1582038_02122025041721_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","Nishant Singh","-","Equity Shares","645475","0.01",,"5000","805500","Sell","Equity Shares","640475","0.01","27-Nov-2025","27-Nov-2025","28-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","02-Dec-2025 16:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190584_1582038_02122025041721_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","Ankit Bansal","-","Equity Shares","1299153","0.02",,"20000","3272200","Sell","Equity Shares","1279153","0.02","26-Nov-2025","26-Nov-2025","28-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","02-Dec-2025 16:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190584_1582038_02122025041721_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","Govindraj Kamal","-","Equity Shares","400482","0.01",,"25000","3975000","Sell","Equity Shares","375482","0.01","28-Nov-2025","28-Nov-2025","28-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","02-Dec-2025 16:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190584_1582038_02122025041721_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","Govindraj Kamal","-","Equity Shares","350482","0.01",,"25000","3975000","Sell","Equity Shares","325482","0.01","28-Nov-2025","28-Nov-2025","28-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","02-Dec-2025 16:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190584_1582038_02122025041721_WEB.xml"
